identifier,collection,abstract,authors,subject,title
8074,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Carl Hoffman, with arm around Dr. Thos. Elmendorf, Dr. Richard Burns, at dedication of Parkview Hospital, Riverside, Cal., b&w Back reads: ""Carl"", with arm around Dr. Thos. Elmendorf-Pres. C.M.A., on Carls left Dr.Richard Burns Pres Riverside Community Med. Assoc. parkview dedication 3-21-73",Robert R. Rosenfield,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl""; Elmendorf, Dr. Thomas Burns, Dr. Richard Subject Terms: Parkview Community Hospital Riverside, Cal. American Medical Association Medical personnel Dedications","Carl Hoffman, Dr. Thos Elmendorf, Dr. Richard Burns, Riverside, Cal."
8075,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Dr. Carl Hoffman speaking at dedication of Parkview Hospital, Riverside, Cal., b&w Back reads: The featured speaker at the dedication of Parkview Community Hospital, Riverside, Calif. 3-21-73",Robert R. Rosenfield,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl"" Subject Terms: Parkview Community Hospital Riverside, Cal. American Medical Association Medical personnel Dedications","Dr. Carl Hoffman speaking at dedication of Parkview Hospital,"
8076,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Dr. Carl Hoffman, Ben Lewis & Tom Frandsen of KHJ-TV, at dedication of Parkview Hospital, Riverside, Cal., b&w Back reads: Dr. Hoffman, Ben lewis, mayor of Riverside & Tom Frandsen of KHJ-TV Los Angeles",Robert R. Rosenfield,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl""; Lewis, Ben Frandsen, Tom Subject Terms: Parkview Community Hospital Riverside, Cal. American Medical Association Medical personnel Dedications","Dr. Carl Hoffman, Ben Lewis & Tom Frandsen of KHJ-TV"
8077,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Dr. Thomas Elmendorf, Tom Frandsen, TV personality speaking & Dr. Carl Hoffman, at dedication of Parkview Hospital, Riverside, Cal., b&w Back reads: Tom Frandsen of TV fame, Dr. Thomas Elmendorf, Pres. Calif. Med. Assoc, 3-21-73",Robert R. Rosenfield,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl""; Frandsen, Tom Elmendorf, Dr. Thomas Subject Terms: Parkview Community Hospital Riverside, Cal. American Medical Association Medical personnel Dedications","Dr. Thomas Elmendorf, Tom Frandsen, & Dr. Carl Hoffman, Riverside, Cal."
8078,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Mrs. Tom Frandsen, Dr. Howard F. Evans, Jack Scallard, at dedication of Parkview Hospital, Riverside, Cal., b&w Back reads: Left: Mrs. Tom Frandsen, Dr. Howard F. Evans, Jack Scallard, 3-21-73 dedication",Robert R. Rosenfield,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl""; Evans, Dr. Howard F. Frandsen, Mrs. Tom Scallard, Jack Subject Terms: Parkview Community Hospital Riverside, Cal. American Medical Association Medical personnel Dedications","Mrs. Tom Frandsen, Dr. Howard F. Evans, Jack Scallard"
8079,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Thomas Elmendorf, MD, Robert Zeulig, MD & Dr. Carl Hoffman at dedication of Parkview Hospital, Riverside, Cal., b&w Back reads: Left: Thomas Elmendorf MD, Pres. C.M., Robert Zeelig MD Jr. Past Pres RCMA, Dr. Carl Hoffman Pres. A.M.A.",Robert R. Rosenfield,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl""; Zeulig, Dr. Robert Elmendorf, Dr. Thomas Subject Terms: Parkview Community Hospital Riverside, Cal. American Medical Association Medical personnel Dedications","Thomas Elmendorf, MD, Robert Zeulig, MD & Dr. Carl Hoffman"
8080,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Tom Frandsen of KHJ-TV, at microfphione at dedication of Parkview Hospital, Riverside, Cal., b&w Back reads: Tom Frandsen at mike on his left, Dr. & Mrs. hoffman, Dr. & Mrs Thomas Elmendorf, Dr. 7 Mrs. Richard Burns, Mr. & Mrs Ben Lewis, mayor of Riverside, Calif, 3-21-73",Robert R. Rosenfield,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl""; Lewis, Ben Frandsen, Tom Hoffman, Lynn Elmendorf, Dr. Thomas Subject Terms: Parkview Community Hospital Riverside, Cal. American Medical Association Medical personnel Dedications","Tom Frandsen of KHJ-TV at dedication of Parkview Hospital, Riverside, Cal"
8081,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Tom Frandsen, TV personality from KHJ-TV channel 9, Dr. Carl Hoffman,at dedication of Parkview Hospital, Riverside, Cal., b&w Back reads: ""Carl"" and Tom Frandsen, KHJ-TV Channel 9, L.A.",Robert R. Rosenfield,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl""; Frandsen, Tom Subject Terms: Parkview Community Hospital Riverside, Cal. American Medical Association Medical personnel Dedications","Tom Frandsen, & Dr. Carl Hoffman,Riverside, Cal."
8082,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Tom Frandsen, TV personality speaking & Dr. Carl Hoffman, & wife Lynn at dedication of Parkview Hospital, Riverside, Cal., b&w Back reads: Tom Frandsen, Dr. Carl Hoffman, Vinal Barnett a comic from films giving Lynn a hassel & telling her she doesn'tknowhowto properly feed herself! Dr. Elmendorf, Pres Calif. Med. Assoc.",Robert R. Rosenfield,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl""; Frandsen, Tom Elmendorf, Dr. Thomas Hoffman, Lynn Subject Terms: Parkview Community Hospital Riverside, Cal. American Medical Association Medical personnel Dedications","Tom Frandsen, & Dr. Carl Hoffman, & wife Lynn, Riverside, Cal."
8083,0846: Earl F. Dickinson Papers,"Concord State College football squad ""Mountain Lions,"" Athens,WVa, 1926, b&w. Back reads: Earl Franklin Dickinson age 5, sitting holding football.",Rowe Photos,"Subject Terms: Concord College Concord State College Concord State Teachers College Athens, W.Va. ""Mountain Lions"" Concord College football team Football players People: Dickinson, Earl F. ","Concord State College football squad ""Mountain Lions,"" Athens,WVa, 1926"
8084,"0236: Fred B. Lambert Papers, 1809-1964","Barboursville College, Barboursville, W.Va., 1889, image in black and white. Caption reads:Barboursville College, Barboursville, W.Va.,. 1889, photographed by S.V. NMatthews, Huntington, W.Va. (Building later became part of Morris Harvey College, which later was moved to Charleston, and became U. of Charleston.)",S. Matthews,"Subject Terms: Barboursville College Barboursville, W. Va. Morris Harvey College Schools Studio: Matthews ","Barboursville College, Barboursville, W.Va., 1889"
8085,"0236: Fred B. Lambert Papers, 1809-1964","Barboursville College, Barboursville, W.Va., image in black and white. Barboursville College later became Morris Harvey College. This building was still standing in the 1960's.",S. Matthews,"Subject Terms: Barboursville, W. Va. Barboursville College Matthews Studio ",Barboursville College
8086,0227: Marshall University Regional Photograph Collection,"8th Virginia Cavalry reunion, 1893. 1 photograph : b&w. ; 13x18 cm. Digital copy created 2/19/2004 by J.L.Dickinson; printed by A.D. Earles. A copy located in Ms 026, Bx 4, Fd 13. Digital print sold to Gerald Linville, 2/2004. Reunion, Feb. 22, 1893.",S. V. Matthews,"Subject Terms: Border Rangers Civil War, 1861-1865 Confederate States of America 8th Va. Cavalry Veterans Reunions Veterans Groups People:Dodson, Jesse Sedinger, James D. Hendrick, Leo Baumgardener, James Simmons, Sampson S. Boothe, B. Handley, A. A. (Gus) Shoemaker, Charles Flowers, Thaddeus W. Wolcott, B. A. (Gus) Wilkinson, W. E. Ricketts, Lucien C. Stewart, J. S. Hackworth, Geo. W. ","Survivors of Border Rangers, Co. E, 8th Virginia Cavalry, C. S. A."
8087,0010: Catherine Bliss Enslow Papers,"Grace Shepard, Mrs. Harry Aleshire, b&w Excellent period backplate.",S. V. Matthews,"People: Shepard, Grace Aleshire, Mrs. Harry Matthews, S. V. Subject Terms:  Matthews Studio Huntington, West Virginia WV Cabell County W.Va. woman dress hat Studio: Matthews Card, Cabinet","Grace Shepard, Mrs. Harry Aleshire"
8088,0099: Cabell-Wayne Historical Society Collection,"Walter Clements,16.5x11cm",S. V. Matthews,"People: Clements, Walter Studio: S.V. Matthews Subject Terms:Huntington, W. Va.",Walter Clements
8089,0525: Doris C. Miller Papers,"Photo of Ira J. McGinnis, Judge of 8th WV Circuit dated May 14, 1888, b&w. (no backprint) back reads: presented by Ira J. McGinnis, Judge of the 8th Judicial Circuit of West Va. May 24th, 1888 (McGinnis was prominent lawyer and judge in Cabell Co. He was original captain of the Border Rangers, which became a Confederate company in the 8th Virginia Cavalry, CSA in the Civil War.",Shaw,"Subject Terms: Border Rangers 8th Va. Cavalry Confederate Cavalry Judges Lawyers People: McGinnis, Ira J. ","Ira J. McGinnis, Judge of 8th WV Circuit dated May 14, 1888"
8090,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","AMA international meeting on health in Tel Aviv, Israel, Sept. 1972, b&w This was the first AMA (American Med. Association) international meeting on health. Dr. Carl Hoffman was one of the speakers.",Shlomo Lavie,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl"" Subject Terms: AMA American Medical Association Tel Aviv Israel Medical personnel","AMA international meeting on health in Tel Aviv, Israel, 1972"
8091,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Dr. Carl Hoffman addressing the AMA international meeting on health in Tel Aviv, Israel, Sept. 1972, b&w This was the first AMA (American Med. Association) international meeting on health. Dr. Carl Hoffman was one of the speakers.",Shlomo Lavie,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl"" Subject Terms: AMA American Medical Association Tel Aviv Israel Medical personnel",Dr. Carl Hoffman addressing AMA international meeting on health in Tel Aviv
8092,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Dr. Carl Hoffman addressing the AMA international meeting on health in Tel Aviv, Israel, Sept. 1972, b&w This was the first AMA (American Med. Association) international meeting on health. Dr. Carl Hoffman was one of the speakers.",Shlomo Lavie,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl"" Subject Terms: AMA American Medical Association Tel Aviv Israel Medical personnel",Dr. Carl Hoffman addressing AMA international meeting on health in Tel Aviv
8093,"0189: Dr. Charles A. ""Carl"" Hoffman Collection","Dr. Carl Hoffman meeting doctors at AMA international meeting on health in Tel Aviv, Israel, Sept. 1972, b&w This was the first AMA (American Med. Association) international meeting on health. Dr. Carl Hoffman was one of the speakers.",Shlomo Lavie,"People: Hoffman, Charles Anthony, 1904-1981; Hoffman, Dr. Charles ""Carl"" Subject Terms: AMA American Medical Association Tel Aviv Israel Medical personnel","Dr. Carl Hoffman at AMA international meeting on health in Tel Aviv, Israel, 1972"
8094,0010: Catherine Bliss Enslow Papers,"View of courtroom at International Military Tribunal of the Far East, trying the Japanese for war crimes, 1946, b&W Note on back reads: 14 May 1946 View of War ministry building courtroom showing prisoners' box. Prisoers stand as tribunal judges enter courtroom at IMTFE, Tokyo, Japan. Emperor Tojo is in front row of prisoners. The International Military Tribunal for the Far East (IMTFE), also known as the Tokyo Trials, the Tokyo War Crimes Tribunal or simply as the Tribunal, was convened on May 5, 1946 to try the leaders of the Empire of Japan for three types of crimes: ""Class A"" (crimes against peace), ""Class B"" (war crimes), and ""Class C"" (crimes against humanity), committed during World War II.",Signal Corps U.S. Army,People: Tojo Subject Terms: War crime trials Tokyo Trials Tokyo War Crimes Tribunal Emperor Tojo IMTFE International Military Tribunal Far East World War II Black and White Court Trial Japanese Asian Pacific Theater Military Police,"Trials of Japanese before Inter. Military Tribunal of the Far East, 1946"
8095,0010: Catherine Bliss Enslow Papers,"President of IMTFE war crimes court, Sir William F. Webb, Chief Justice of Supreme Court of Queensland, Australia, 1946, b&W Note on back reads: 7 Aug 1946: President of International Military Tribunal of the Far East, the Honorable Sir William F. Webb, Chief Justice of Supreme Court of Queensland, Australia, in his chambers at war ministry Bldg., Tokyo, Japan. The International Military Tribunal for the Far East (IMTFE), also known as the Tokyo Trials, the Tokyo War Crimes Tribunal or simply as the Tribunal, was convened on May 5, 1946 to try the leaders of the Empire of Japan for three types of crimes: ""Class A"" (crimes against peace), ""Class B"" (war crimes), and ""Class C"" (crimes against humanity), committed during World War II.",Signal Corps U.S. Army,"People: Webb, Sir William Webb, William F. Subject Terms: War crime trials Tokyo Trials Tokyo War Crimes Tribunal IMTFE International Military Tribunal Far East World War II Tokyo, Japan Man Official Black and White Queensland, Australia","Sir William F. Webb, president of IMTFE war crimes court, Tokyo, 1946"
8096,0099: Cabell-Wayne Historical Society Collection,"Agnes Wright, 1867, 16.5x11.5cm Daughter of Robert Wright Staley {Photo Studio), 923 1=2 Third Avenue, Huntington, W.Va.",Staley,"People: Wright., Agnes Studio: Staley Subject Terms:Huntington, W. Va.","Agnes Wright, 1867"
8097,0099: Cabell-Wayne Historical Society Collection,"Miss Agnes Wright, 1867, 16.5x11.5cm Miss Agnes Wright one of the children of first settlers of Ceredo, W.,Va. life long member of 1st Congregational Church and S.S. teacher until death. She was employed by her brothers in the Department Store which they owned Aunt of Dr. Chauncy Wright Daughter of Robert Wright Photo property of Mrs. Clyde K. Dawson 632 Poplar St, Kenova, W.Va. Staley {Photo Studio), 923 1=2 Third Avenue, Huntington, W.Va.",Staley,"People: Wright., Agnes Studio: Staley Subject Terms:Huntington, W. Va.","Miss Agnes Wright, 1867"
8098,0099: Cabell-Wayne Historical Society Collection,"Mrs. Charles H Hipple, age 19, 16.5x11.5cm A life, long member of the 1st Congregational Church of Ceredo. The former Lillie Stewart of Ceredo. Mother of Mrs. Harry S Stout of 239 West 11 Ave. and Mrs. Clyde K Dawson 632 Poplar St, Kenova, W.Va. Photo property of Mrs. Clyde Dawson Staley {Photo Studio), 923 1=2 Third Avenue, Huntington, W.Va.",Staley,"People: Hipple, Mrs. Charles H (Lillie) Stewart, Lillie Studio: Staley Subject Terms:Huntington, W. Va.","Mrs. Charles H Hipple, age 19"
8099,0227: Marshall University Regional Photograph Collection,"J. T. Caldwell, ca. 1860's, col. Interesting backprint",Stonewall Art Gallery,"Subject Terms: Lexington, Va.   Studio: Boude & Miley People:Caldwell, J. T. ",J. T. Caldwell
8100,0775: Thornburg Family Photographs,"Minnie (Thornburgh?), b&w. Handwritten notes appear to be Minnie and Miss Minnie.",T. A. Morgan,"Subject Terms: Morgantown, W.Va. Morgan studio Thornburg family Women People: Thornburgh, Minnie (?) Morgan, T. A. Studio: Morgan's ",Minnie (Thornburgh?)
8101,0775: Thornburg Family Photographs,"David Thornburgh, col. Handwritten on backprint says ""David Thornburgh from DMT"" backprint states Higgins Photographic and Art Studio was at 42 Twelfth St, Wheeling backprint reads ""copyright 1889"".",T. H. Higgins,"Subject Terms: Wheeling, W. Va. Higgins Studio Thornburg family Men People: Thornburgh, David Studio: Higgins Studio ",David Thornburgh
8102,0775: Thornburg Family Photographs,"Oanah(?) Thornburgh, col. Handwritten on backprint says ""Oanah(?) M. Thornburgh, from DMT"" backprint states Higgins Photographic and Art Studio was at 42 Twelfth St, Wheeling backprint reads ""copyright 1889"".",T. H. Higgins,"Subject Terms: Wheeling, W. Va. Higgins Studio Thornburg family Women People: Thornburgh, Oanah(?) Studio: Higgins Studio ",Oanah Thornburgh
8103,0775: Thornburg Family Photographs,"Anna Thornburgh, wife of John N. Thornburgh, col. Handwritten on backprint says ""David Thornburgh from DMT"" backprint states Higgins Photographic and Art Studio was at 42 Twelfth St, Wheeling backprint reads ""copyright 1889"".",T. H. Higgins,"Subject Terms: Wheeling, W. Va. Higgins Studio Thornburg family Women People: Thornburgh, Anna Thornburgh, John N. Studio: Higgins Studio ","Anna Thornburgh, wife of John N. Thornburgh"
8104,0775: Thornburg Family Photographs,"John N. Thornburgh, col. Handwritten on backprint says ""your nephew John N. Thornburgh"" backprint states Higgins was at 42 Twelfth St., Wheeling.",T. H. Higgins,"Subject Terms: Wheeling, W. Va. Higgins Studio Thornburg family Men People: Thornburgh, John N. Studio: Higgins ",John N. Thornburgh
8105,0525: Doris C. Miller Papers,"Unidentified boys drinking from water trough, cyanoprint mounted on cardboard. (Thomas Luther was known as the ""Pioneer photographer of the Big Sandy Valley"") Photographs in this folder all made on the big Sandy River and attributed to Thomas Luther. Folder contained bio on Luther.).",Thomas Luther,"Subject Terms: Big Sandy River Big Sandy Valley, Ky. Farm life Farms People: Luther, Thomas ","Unidentified boys drinking from water trough, ca. 1890's"
8106,0525: Doris C. Miller Papers,"Floating picture gallery of Photographer Thomas Luther and Ezra Hatten, ca. 1896, b&w mounted on cardboard. (Thomas Luther was known as the ""Pioneer photographer of the Big Sandy Valley"") Luther was partner with Ezra Hatten at the time they owned this floating gallery. Photographs in this folder all made on the big Sandy River. Folder contained bio on Luther.).",Thomas Luther,"Subject Terms: Big Sandy River Big Sandy Valley, Ky. Photographers Photographic studios People: Luther, Thomas Hatten, Ezra ","Floating picture gallery of Photographer Thomas Luther & Ezra Hatten, ca. 1896"
8107,0525: Doris C. Miller Papers,"Burwell Luther, ballad singer, ca. 1900, b&w mounted on cardboard. Note on back: Burwell Luther, the ballad singer (He was born in 1860 in Wayne County, WV died in 1920. Was supervisor at Spencer Hospital. Called local square dances Learned songs from his mother.) (Thomas Luther was known as the ""Pioneer photographer of the Big Sandy Valley"") Photographs in this folder all made on the big Sandy River and attributed to Thomas Luther. Folder contained bio on Luther.",Thomas Luther,"Subject Terms: Big Sandy River Big Sandy Valley, Ky. Wayne County, WV Singers People: Luther, Thomas Luther, Burwell ","Burwell Luther, ballad singer, ca. 1890's"
8108,0525: Doris C. Miller Papers,"Family & log cabin along Big Sandy River, b&w mounted on cardboard. (Thomas Luther was known as the ""Pioneer photographer of the Big Sandy Valley"") Photographs in this folder all made on the big Sandy River and attributed to Thomas Luther. Folder contained bio on Luther.).",Thomas Luther,"Subject Terms: Big Sandy River Big Sandy Valley, Ky. Log cabins People: Luther, Thomas ",Family & log cabin along Big Sandy River
8109,0525: Doris C. Miller Papers,"Man on top of wood pile, Big Sandy River, ca. 1900, b&w mounted on cardboard. (Thomas Luther was known as the ""Pioneer photographer of the Big Sandy Valley"") Photographs in this folder all made on the big Sandy River and attributed to Thomas Luther. Folder contained bio on Luther.",Thomas Luther,"Subject Terms: Big Sandy River Big Sandy Valley, Ky. Photographers People: Luther, Thomas ","Man on top of wood pile, Big Sandy River, ca. 1900,"
8110,0525: Doris C. Miller Papers,"Men catching logs near log boom, probably mouth of Big Sandy River, b&w mounted on cardboard. Written on back: ""River roundup"" (Thomas Luther was known as the ""Pioneer photographer of the Big Sandy Valley"") Photographs in this folder all made on the big Sandy River. Folder contained bio on Luther.).",Thomas Luther,"Subject Terms: Big Sandy River Big Sandy Valley, Ky. Logging Loggers Logs People: Luther, Thomas ","""River Roundup:"" men catching logs at log boom, Big Sandy River"
8111,0525: Doris C. Miller Papers,"Thomas Luther, photographer, ca. 1900, b&w mounted on cardboard. Note on back: Thomas Luther (Thomas Luther was known as the ""Pioneer photographer of the Big Sandy Valley"") Photographs in this folder all made on the big Sandy River and attributed to Thomas Luther. Folder contained bio on Luther.",Thomas Luther,"Subject Terms: Big Sandy River Big Sandy Valley, Ky. Photographers People: Luther, Thomas ","Thomas Luther, photographer, ca. 1900,"
8112,"0236: Fred B. Lambert Papers, 1809-1964","1913 Flood, 3rd Ave & 9th Street, Huntington, W.Va., image in black and white. Back reads: ""Flood on Third Ave., Anderson-Newcomb, Property of F. B. Lambert""",Thomas Photo,"Subject Terms: Huntington, W. Va. 1913 Flood Floods ","1913 flood, 3rd Ave & 9th Street , Huntington"
8113,"0236: Fred B. Lambert Papers, 1809-1964","1913 Flood, 3rd Ave between 8th & 7th Streets, Huntington, W.Va., image in black and white. Back reads: ""Flood Scene in Huntington, Southside Third Ave between 8 - 7th Sts, 1913, Property of F. B. Lambert""",Thomas Photo,"Subject Terms: Huntington, W. Va. 1913 Flood Floods ","1913 flood, 3rd Ave between 8 & 7th STreets, Huntington"
8114,"0236: Fred B. Lambert Papers, 1809-1964","1913 Flood, 4th Ave & 8th Street, Huntington, W.Va., image in black and white. Back reads: ""Flood scene in Huntington, Property of F. B. Lambert""",Thomas Photo,"Subject Terms: Huntington, W. Va. 1913 Flood Thomas Studio Floods ","1913 flood, 4th Ave & 8th Street , Huntington"
8115,0099: Cabell-Wayne Historical Society Collection,"1913 Flood, 5th Avenue & 16th St.,3/13/1913,25x20cm photo #23 1st house at right - Dr. Henry D. Hatfield's - former governor of W.Va. 2nd house from right - later (after 1918) res. of Wiliam Ullman, Mgr, Htgn. Stove & Foundry Co. (4th Ave & 24th St.) 3rd house from right - Mr/ Byrd Gwinn's (flour mill) 4th house from right - Col. Geo. D. Wallace's 5th house from right - J.C. Miller's",Thomas Studio,"Studio: Thomas Studio Subject Terms:Huntington, W. Va. 1913 Flood West Virginia WV Ohio River Cabell County natural disaster flood, 1913 Floods","1913 Flood, 5th Avenue & 16th St.,3/13/1913"
8116,0099: Cabell-Wayne Historical Society Collection,"Opening of Ritter park line, Sept. 11th 1913. 1 photograph : b&w ; 20 x 26 cm. Title from photograph.",Thomas Studio,"Studio: Thomas Studio Subject Terms:Huntington, W. Va. Ritter Park West Virginia WV Cabell County Trolley Street car Street railroads Ohio Valley Electric Railway Company Men","Opening of Ritter park line, Sept. 11th 1913."
8117,0099: Cabell-Wayne Historical Society Collection,"1913 Flood, 5th Avenue between 15th&16th St.,3-13-1913,25x20cm photo #23 left to right: J.C. Miller, Geo.S. Wallace, D.B. Gwinn, Wiliam Ullman, Gov. Henry D. Hatfield",Thomas Studio,"People: Miller, J. C. Wallace, George S. Gwinn, D.B. (Byrd) Ullman, Wm. Hatfield, Gov. H.D. Studio: Thomas Studio Subject Terms:Huntington, W. Va. natural disaster WV West Virginia Ohio River Cabell County flood, 1913 Floods","1913 Flood, 5th Avenue between 15th&16th St.,3-13-1913"
8118,0099: Cabell-Wayne Historical Society Collection,"1913 Flood, 5th Avenue between 15th&16th St.,3-13-1913,25x20cm photo #23 left to right: J.C. Miller, Geo.S. Wallace, D.B. Gwinn, Wiliam Ullman, Gov. Henry D. Hatfield",Thomas Studio,"People: Miller, J. C. Wallace, George S. Gwinn, D.B. (Byrd) Ullman, Wm. Hatfield, Gov. H.D. Studio: Thomas Studio Subject Terms:Huntington, W. Va. Ohio River Cabell County West Virginia WV Natural Disaster flood, 1913 Floods","1913 Flood, 5th Avenue between 15th&16th St.,3-13-1913"
8119,0099: Cabell-Wayne Historical Society Collection,"1913 Flood, W.Va. Rail Co., 2nd Ave. and 17th St., March 1913,18.5x14.5cm Photo #38 Original C&O Railroad building now part of enlarged W.Va. Rail Co.",Thomas Studio,"Studio: Thomas Studio Subject Terms:Huntington, W. Va. West Virginia Rail Company WV Ohio River flood, 1913 Floods","1913 Flood, W.Va. Rail Co., 2nd Ave. and 17th St., March 1913"
8120,0099: Cabell-Wayne Historical Society Collection,"Huntington Taxicab Co., 1915, b&w Postmark: Huntington, Wv., Jan. 19, 1915 Addressee Miss Nanie Campbell, Huntington",Thomas Studio,"Studio: Thomas Studio Subject Terms:Huntington, W. Va. Huntington Taxicab Company Thomas studio West Virginia Cabell County WV Taxis Advertisements Brick Road Hotel Regal Taxicabs Transportation","Huntington Taxicab Co., 1915,"
8121,0099: Cabell-Wayne Historical Society Collection,"Downtown Huntington, Fourth Avenue between 10th St and 11th St, Huntington, ca. 1920's. Orpheum Theater and Elks club across intersection on right. May have been 1927. Orpheum Theater and Elks club across intersection on right. May have been 1927.",Thomas Studio,"Studio: Thomas Studio Subject Terms:Huntington, W. Va. Thomas studio Business districts Streets Street railroads","4th Ave between 10th St & 11th St, Huntington, ca. 1920's"
8122,0099: Cabell-Wayne Historical Society Collection,"City auditorium, ca. 1929. 1 photograph : b&w; 20 x 26 cm. Title from verso of photograph. ""...where many of the sessions of the state education association will be held.""",Thomas Studio,"Studio: Thomas Studio Subject Terms:Huntington, W. Va. City & town halls Courthouses","City auditorium, ca. 1929."
8123,0099: Cabell-Wayne Historical Society Collection,"Fourth ave., Huntington, W. Va., ca.1930. 1 photograph: b&w ; 20 x 25 cm.",Thomas Studio,"Studio: Thomas Studio Subject Terms:4th Ave. 10th St. First National bank West Virginia WV Huntington, W. Va. Cabell County Downtown city shops stores Automobiles Cars Thomas Photo black and white Cities & towns Streets","Fourth ave., Huntington, W. Va., ca.1930"
8124,0099: Cabell-Wayne Historical Society Collection,"Gatherin of ""Business Men"" opening 12th Ave. extension, Ohio Valley Electric R.R. Co., Oct. 15, 1915, 25x.20.5cm. back stamped with: B.B. Lovins, Advertising, 412 Ritter Building, Huntington, West Virginia",Thomas Studio,"Studio: Thomas Studio Subject Terms:Huntington, W. Va.","Gatherin of ""Business Men"" opening 12th Ave. extension, Ohio Valley Electric R.R. Co., Oct. 15, 1915"
8125,0099: Cabell-Wayne Historical Society Collection,"Huntington High School Basketball Team, 25.5x20cm.",Thomas Studio,"Studio: Thomas Studio Subject Terms:Huntington, W. Va. Huntington High School Basketball players",Huntington High School Basketball Team
8126,0099: Cabell-Wayne Historical Society Collection,"Huntington High School Basketball Team, 25.5x20cm. around 1920's 1.Harry Dudding, 2. John E. Fagan, 3. Verlin Pial (?), 4. Bradley Workman, 5. ""Pinkie"" Yates, coach, 6. Clay White, 7. Earl Mullineaux, e. Forest Freutel, 9. Alford Whittikar",Thomas Studio,"People: Dudding, Harry Fagan, John E. Pial (?), Verlin Workman, Bradley Yates, ""Pinkie"", Coach White, Clay Mullineaux, Earl Freutel, Forest Whittikar, Alford Studio: Thomas Studio Subject Terms:Huntington, W. Va. Huntington High School Basketball players",Huntington High School Basketball Team
8127,0227: Marshall University Regional Photograph Collection,"Steamboat Smokey City passing Huntington, W. Va. & Marshall college, [ca. 1899.] 1 copy photograph : sepia ; 28x35 cm. ""Way's Steam Towboat Directory,"" p. 207, by Fred Way, states: Built about 1872, sternwheel towboat, built at Pittsburgh. Wrecked while pushing coal barges in 1891. Reworked and extensively damaged by a cyclone in LA later in 1891. Burned at Wood's Landing, Pittsburgh, Oct. 24, 1900.",Thornton Barrett,"Subject Terms: Huntington, W. Va. Ohio River Marshall College Steamboats Cityscape photographs Huntington Excelsior Mattress Co. Smokey City (steamboat) Transportation Boats and Boating People:Sutphin, G. W. 'Jerry' ","Steamboat Smokey City passing Huntington, W. Va. & Marshall college, [ca. 1899.]"
8128,"0236: Fred B. Lambert Papers, 1809-1964","Steamboat Greyhound, of the Bay Line, ca. 1910, image in black and white. Back reads: Thornton Barrett, photog., Grehyhound, Bay Line, Ohio River Packet",Thornton Barrett,"Subject Terms: ""Greyhound"" Boats, Steamboats ","Steamboat Greyhound, of the Bay Line, ca. 1910,"
8129,0792: Huntington Parks and Recreation Photo Collection,"Ice skater Barbara Garrison, at Memorial Field House, Oct 20, 1959, b&w. Back reads: Barbara Garrison, Oct. 20, 1959.",Tom Hamer,"Subject Terms: Memorial Field House Huntington, W. Va. HUPCO Ice skating People: Garrison, Barbara Studio: HUPCO ","Ice skater Barbara Garrison, at Memorial Field House, Oct 20, 1959"
8130,0099: Cabell-Wayne Historical Society Collection,"Splash Dam views, Barboursville, W.Va. 1908, b&w Postmark: Barboursville, Wva, Oct. 12, 1908 Addressee Miss Ethyl McDaniel, Huntington,W.Va.",Tom Jones,"Studio: Tom Jones Subject Terms:Barboursville, W. Va. West Virginia WV Cabell County Splash Dam Mud River Logging Rivers Dams Lumber industry","Splash Dam views, Barboursville, W.Va. 1908"
